Title,Price sale,CPU,Ram,Storage,Operating system,Brand,Screen size,discount
Laptop HP Elitebook 8460P,21213181.0,i5,8.0,250.0,Windows 11,hp,14.0,0.0
Laptop HP Gaming Victus 15-FA0110TX 7C0R3PA,21213181.0,i7,8.0,512.0,Windows 11,hp,15.6,0.0
Laptop HP 15S-DU1040TX 8RE77PA,21213181.0,i7,8.0,512.0,Windows 11,hp,15.6,0.0
Laptop Lenovo Ideapad 5 14ITL05 82FG0129VN,21213181.0,i5,8.0,512.0,Windows 11,lenovo,15.6,0.0
Laptop Alienware X14 R1,21213181.0,i7,16.0,512.0,Windows 11,alienware,14.0,0.0
Laptop HP Pavilion 15-EG2085TU 7C0Q7PA,21213181.0,i5,8.0,256.0,Windows 11,hp,15.6,0.0
Laptop HP Pavilion 15-EG2062TX 7C0W7PA,21213181.0,i5,8.0,512.0,Windows 11,hp,15.6,0.0
Laptop HP Elitebook 840 G6,21213181.0,i5,8.0,256.0,Windows 11,hp,14.0,0.0
Laptop HP Elitebook 640 G9,21213181.0,i7,16.0,512.0,Windows 11,hp,14.0,0.0
Laptop MSI Cyborg 15 A12UDX-621VN,21213181.0,i5,8.0,512.0,Windows 11,msi,15.6,0.0
Laptop Acer Predator Triton 500 SE PT516-51S-71RW,21213181.0,i7,64.0,1024.0,Windows 11,acer,16.0,0.0
Laptop Lenovo IdeaPad Flex 5 14IAU7 82R700JQVN,21213181.0,i3,8.0,512.0,Windows 11,lenovo,14.0,0.0
Laptop Lenovo Thinkpad T14,21213181.0,i5,8.0,256.0,Windows 11,lenovo,14.0,0.0
Laptop Asus Gaming FX505DY-AL175T,21213181.0,ryzen 5,8.0,1024.0,Windows 11,asus,15.6,0.0
Laptop Asus TUF Gaming FX516PM HN023T,21213181.0,i7,16.0,512.0,Windows 11,asus,15.6,0.0
iMac M3 24 inch 8GB 256GB 10 GPU | Chính hãng Apple Việt Nam,21213181.0,m3,8.0,256.0,Mac,mac,24.0,0.0
Laptop Lenovo Ideapad 5 Pro 16ARH7,21213181.0,ryzen 5,16.0,512.0,Windows 11,lenovo,16.0,0.0
Laptop Lenovo Ideapad 5 15IIL05 81YK004WVN,21213181.0,i5,8.0,256.0,Windows 11,lenovo,15.6,0.0
Laptop Lenovo Gaming Legion 5 15IMH05 82AU00G9VN,21213181.0,i7,8.0,512.0,Windows 11,lenovo,15.6,0.0
Laptop Asus Vivobook 15X OLED M3504YA-L1268W,21213181.0,ryzen 5,16.0,512.0,Windows 11,asus,15.6,0.0
Laptop Dell G7 15 7500,21213181.0,i7,8.0,512.0,Windows 11,dell,15.6,0.0
Laptop Dell Latitude E5570,21213181.0,i7,16.0,512.0,Windows 11,dell,15.6,0.0
Laptop Dell Latitude 5400,21213181.0,i5,8.0,256.0,Windows 11,dell,14.0,0.0
Laptop Dell Latitude E7440,21213181.0,i5,8.0,128.0,Windows 11,dell,14.0,0.0
Laptop Dell Latitude 7280,21213181.0,i5,8.0,240.0,Windows 11,dell,12.5,0.0
Laptop Dell Latitude E6440,21213181.0,i5,4.0,128.0,Windows 11,dell,14.1,0.0
Laptop Dell Latitude E6420,21213181.0,i5,4.0,512.0,Windows 11,dell,14.0,0.0
Laptop Fujitsu CH 9C13A1,21213181.0,i5,8.0,512.0,Windows 11,fujitsu,13.3,0.0
Apple Mac Studio M1 Max 10 CPU - 24 GPU 32GB 512GB 2022 Chính Hãng (MJMV3),21213181.0,m1,32.0,512.0,Mac,mac,14.0,0.0
Laptop HP 250 G8 518U0PA,21213181.0,i3,4.0,256.0,Windows 11,hp,15.6,0.0
Laptop HP 340S G7 224L0PA,21213181.0,i3,4.0,512.0,Windows 11,hp,14.0,0.0
Laptop HP Probook 4540s,21213181.0,i5,4.0,500.0,Windows 11,hp,15.6,0.0
Laptop HP Probook 450 G2,21213181.0,i5,4.0,500.0,Windows 11,hp,15.6,0.0
Laptop HP Probook 4530S,21213181.0,i5,4.0,128.0,Windows 11,hp,15.6,0.0
Laptop HP Elitebook 840 G5,21213181.0,i5,8.0,256.0,Windows 11,hp,14.0,0.0
Laptop HP Elitebook 840 G3,21213181.0,i5,8.0,256.0,Windows 11,hp,14.0,0.0
Laptop HP 250 G8 518U0PA,21213181.0,i3,4.0,256.0,Windows 11,hp,15.6,0.0
Laptop HP 340S G7 224L0PA,21213181.0,i3,4.0,512.0,Windows 11,hp,14.0,0.0
Laptop HP 15S-DU3591TU,21213181.0,i5,8.0,512.0,Windows 11,hp,15.6,0.0
Laptop HP 15S FQ1107TU,21213181.0,i3,4.0,256.0,Windows 11,hp,15.6,0.0
Laptop HP 240 G8 46J53PA,21213181.0,i3,8.0,512.0,Windows 11,hp,14.0,0.0
Laptop HP Pavilion 15-EG0509TU 46M08PA,21213181.0,i3,4.0,512.0,Windows 11,hp,15.6,0.0
Laptop HP Gaming Victus 16-D1193TX 7C138PA,21213181.0,i5,8.0,512.0,Windows 11,hp,16.1,0.0
Laptop HP Gaming Victus 16-E1104AX 7C0S9PA,21213181.0,ryzen 7,8.0,512.0,Windows 11,hp,16.1,0.0
Laptop MSI Cyborg 15 A12UC-621VN,21213181.0,i5,8.0,512.0,Windows 11,msi,15.6,0.0
Laptop Gaming Acer Nitro 5 AN515-45-R6EV NH.QBMSV.006,21213181.0,ryzen 5,8.0,512.0,Windows 11,gaming,15.6,0.0
Laptop Acer Aspire 3 A315-57G-573F NX.HZRSV.00B,21213181.0,i5,8.0,1024.0,Windows 11,acer,15.6,0.0
Macbook Pro 16 inch M2 Max 64GB 2023 (12CPU - 38 GPU - 64GB - 1TB),21213181.0,m2,64.0,1024.0,Mac,mac,16.0,0.0
Laptop Lenovo Legion Slim 5 16APH8 82Y9002YVN,21213181.0,ryzen 7,16.0,1024.0,Windows 11,lenovo,16.0,0.0
Laptop Lenovo Ideapad Slim 3 15IRH8 83EM003EVN,21213181.0,i7,16.0,1024.0,Windows 11,lenovo,15.6,0.0
Laptop ASUS X509JA-EJ020T,21213181.0,i5,4.0,1024.0,Windows 11,asus,15.6,0.0
Laptop ASUS X409JA-EK015T,21213181.0,i3,4.0,512.0,Windows 11,asus,14.0,0.0
Laptop Lenovo Thinkpad X1 Carbon gen 9,21213181.0,i7,32.0,1024.0,Windows 11,lenovo,14.0,0.0
Laptop Lenovo ThinkPad E15 20RDS0DU00,21213181.0,i7,8.0,512.0,Windows 11,lenovo,15.6,0.0
Laptop Lenovo Thinkpad T460S,21213181.0,i7,24.0,256.0,Windows 11,lenovo,14.0,0.0
Laptop Lenovo Thinkpad X1 Carbon 7 20R1S01N00,21213181.0,i7,8.0,256.0,Windows 11,lenovo,14.0,0.0
Laptop Lenovo Yoga Duet 7 13ITL6 82MA003XVN,21213181.0,i5,8.0,512.0,Windows 11,lenovo,13.0,0.0
Laptop MSI Cyborg 15 A13UC 861VN,21213181.0,i5,16.0,512.0,Windows 11,msi,15.6,0.0
Laptop Dell Inspiron 14 5430 20DY31,21213181.0,i7,16.0,1024.0,Windows 11,dell,14.0,0.0
Laptop Dell Inspiron N3501,21213181.0,i3,4.0,256.0,Windows 11,dell,15.6,0.0
Laptop Dell Inspiron 5515 R1505S,21213181.0,ryzen 5,8.0,512.0,Windows 11,dell,15.6,0.0
Laptop Dell XPS 13 9370,21213181.0,i7,8.0,256.0,Windows 11,dell,13.3,0.0
Laptop Dell Latitude E6430,21213181.0,i5,4.0,128.0,Windows 11,dell,14.0,0.0
Laptop Dell XPS 15 7590,21213181.0,i5,8.0,256.0,Windows 11,dell,15.0,0.0
Laptop Dell Vostro 5568,21213181.0,i5,4.0,1024.0,Windows 11,dell,15.6,0.0
Laptop Dell Latitude E7270,21213181.0,i5,8.0,256.0,Windows 11,dell,12.5,0.0
Laptop ASUS ROG Strix G18 G814JIR-N6007W,21213181.0,i9,32.0,1024.0,Windows 11,asus,18.0,0.0
Laptop Acer Gaming Aspire 7 A715-76-728X,21213181.0,i7,16.0,512.0,Windows 11,acer,15.6,0.0
Laptop Acer Asprie 5 A514-56P-55K5,21213181.0,i5,16.0,512.0,Windows 11,acer,14.0,0.0
Laptop Asus ROG Strix G16 G614JVR-N4141W,21213181.0,i9,32.0,1024.0,Windows 11,asus,16.0,0.0
Laptop Acer Nitro V ANV15-51-72VS,24990000.0,i7,16.0,512.0,Windows 11,acer,15.6,1000000.0
Laptop Acer Gaming Aspire 5 A515-58GM-53PZ,15990000.0,i5,8.0,512.0,Windows 11,acer,15.6,5000000.0
Laptop Dell Inspiron 14 7430 2in1 T7430-i7U165W11SLU,27190000.0,i7,16.0,512.0,Windows 11,dell,14.0,2800000.0
Laptop Dell Vostro 15 3520 5M2TT2,27229887.21804511,i5,8.0,512.0,Windows 11,dell,15.6,0.0
Laptop Dell Inspiron 3530 N5I5791W1,17790000.0,i5,16.0,512.0,Windows 11,dell,15.6,2500000.0
Laptop Lenovo ThinkPad E14 Gen 4 21E300GWVN,19990000.0,i7,16.0,512.0,Windows 11,lenovo,14.0,0.0
Laptop Lenovo ThinkBook 14 G6 IRL 21KG00BUVN,20990000.0,i7,16.0,512.0,Windows 11,lenovo,14.0,3000000.0
Laptop Gaming Lenovo LOQ 15IRX9 83DV0092VN,32990000.0,i7,16.0,512.0,Windows 11,gaming,15.6,1000000.0
Laptop MSI Gaming GF63 12VE-460VN,21490000.0,i5,16.0,512.0,Windows 11,msi,15.0,1000000.0
Laptop ASUS TUF Gaming F15 FX507VV-LP181W,31990000.0,i7,32.0,512.0,Windows 11,asus,15.6,5000000.0
Laptop ASUS TUF Gaming F15 FX507VV-LP157W,29990000.0,i7,16.0,512.0,Windows 11,asus,15.6,4000000.0
Laptop ASUS VivoBook 15 OLED A1505VA-L1491W,19990000.0,i7,16.0,512.0,Windows 11,asus,15.6,3000000.0
Laptop ASUS VivoBook 14 OLED A1405VA-KM257W,17190000.0,i5,16.0,512.0,Windows 11,asus,14.0,3800000.0
Laptop Dell Inspiron 5440 N4I5211W1,24290000.0,i5,16.0,512.0,Windows 11,dell,14.0,0.0
Laptop Dell Inspiron 5440 N4I7204W1,25990000.0,i7,16.0,512.0,Windows 11,dell,14.0,0.0
Laptop HP ProBook 450 G10 9H8V8PT,21990000.0,i5,16.0,512.0,Windows 11,hp,15.6,1600000.0
Laptop HP 15s-fq5160TU 7C0S1PA,15990000.0,i5,16.0,512.0,Windows 11,hp,15.6,1000000.0
Laptop Acer Swift Go AI 2024 Gen 2 SFG14-73-71ZX,26990000.0,ultra 7,16.0,512.0,Windows 11,acer,14.0,1000000.0
Laptop Dell Inspiron 5430 N5430-I5P165W11SL2050,26490000.0,i5,16.0,512.0,Windows 11,dell,14.0,0.0
Laptop Lenovo ThinkPad E14 G5 21JK007XVN,24990000.0,i7,16.0,512.0,Windows 11,lenovo,14.0,0.0
Laptop HP ProBook 450 G10 9H1N5PT,19490000.0,i5,16.0,512.0,Windows 11,hp,15.6,3100000.0
Laptop Dell Vostro V3520-i5U165W11GRU,15690000.0,i5,16.0,512.0,Windows 11,dell,15.6,1300000.0
Laptop Dell Vostro V3520,14590000.0,i5,8.0,256.0,Windows 11,dell,15.0,1600000.0
Laptop Gaming Predator Helios Neo 16 PHN16-72-71UM,50990000.0,i7,16.0,1024.0,Windows 11,gaming,16.0,1000000.0
Laptop MSI Creator M16 HX C14VFG-040VN,45990000.0,i7,8.0,1024.0,Windows 11,msi,16.0,0.0
Laptop MSI Stealth 18 AI Studio A1VHG 025VN,94990000.0,ultra 9,32.0,2048.0,Windows 11,msi,18.0,0.0
Laptop Gaming MSI Titan 18HX A14VI 205VN,149990000.0,i9,16.0,4096.0,Windows 11,gaming,18.0,0.0
Laptop Gaming MSI Stealth 16 AI Studio A1VGG-089VN,64990000.0,ultra 9,8.0,2048.0,Windows 11,gaming,16.0,0.0
Laptop MSI Creator 16 AI Studio A1VIG 078VN,109990000.0,ultra 9,64.0,2048.0,Windows 11,msi,16.0,0.0
Laptop MSI Creator 16 AI Studio A1VHG 079VN,89990000.0,ultra 9,64.0,256.0,Windows 11,msi,16.0,0.0
Laptop MSI Creator Z17 HX Studio A14VFT-272VN,71990000.0,i7,8.0,2048.0,Windows 11,msi,17.0,0.0
Laptop MSI Creator Z17 HX Studio A14VFT-273VN,68990000.0,i7,8.0,2048.0,Windows 11,msi,17.0,0.0
Laptop Lenovo V14 G4 IRU 83A0008WVN,13390000.0,i5,16.0,512.0,Windows 11,lenovo,14.0,1600000.0
Laptop ASUS ZenBook Duo OLED UX8406MA-PZ307W,49990000.0,ultra 7,16.0,512.0,Windows 11,asus,14.0,0.0
Laptop ASUS ZenBook Duo OLED UX8406MA-PZ142W,59990000.0,ultra 9,32.0,1024.0,Windows 11,asus,14.0,0.0
Laptop MSI Gaming GF63 Thin 12UC-1006VN,19990000.0,i5,16.0,256.0,Windows 11,msi,15.6,0.0
Laptop Dell Inspiron 5630 i7P165W11SL2050,28990000.0,i7,16.0,1024.0,Windows 11,dell,16.0,5000000.0
Laptop MSI Katana 15 B13VFK 676VN,30490000.0,i7,16.0,1024.0,Windows 11,msi,15.6,7500000.0
Laptop MSI Prestige 13 AI Evo A1MG-062VN,33990000.0,ultra 7,32.0,256.0,Windows 11,msi,13.3,0.0
Laptop MSI Katana 15 B13VEK-252VN,26990000.0,i7,8.0,512.0,Windows 11,msi,15.6,0.0
Laptop Gaming MSI Cyborg 15 AI A1VE-053VN,30990000.0,ultra 7,6.0,512.0,Windows 11,gaming,15.6,0.0
Laptop MSI Cyborg 15 A12UCX-281VN,17990000.0,i5,16.0,512.0,Windows 11,msi,15.6,4000000.0
Laptop Gaming MSI Cyborg 15 A12VE-240VN,24490000.0,i7,6.0,512.0,Windows 11,gaming,15.6,3000000.0
Laptop MSI Cyborg 15 A12VF-412VN,23990000.0,i5,16.0,256.0,Windows 11,msi,15.6,1000000.0
Laptop MSI Gaming GF63 12UC 887VN,18990000.0,i7,4.0,512.0,Windows 11,msi,15.6,0.0
Laptop MSI Thin GF63 12UCX-841VN,16990000.0,i5,16.0,512.0,Windows 11,msi,15.0,1000000.0
Laptop Gaming Acer Nitro V ANV15-51-55CA,25990000.0,i5,16.0,512.0,Windows 11,gaming,15.6,2000000.0
Laptop Acer Gaming Nitro V ANV15-51-75GS,29990000.0,i7,16.0,512.0,Windows 11,acer,15.6,0.0
Laptop Lenovo IdeaPad Slim 5 14IMH9 83DA0020VN,25990000.0,ultra 7,32.0,1024.0,Windows 11,lenovo,14.0,2000000.0
Laptop Dell Inspiron 3530 71035574,20490000.0,i7,16.0,512.0,Windows 11,dell,15.6,2500000.0
Laptop Asus TUF Gaming F15 FX507VV4-LP382W,33490000.0,i9,16.0,512.0,Windows 11,asus,15.6,0.0
Laptop Gaming Acer Nitro 16 Phoenix AN16-41-R3SM,39990000.0,ryzen 7,16.0,512.0,Windows 11,gaming,16.0,0.0
Laptop Dell Gaming G15 5530 i7H165W11GR4050,37990000.0,i7,16.0,512.0,Windows 11,dell,15.6,3000000.0
Laptop Dell Gaming G15 5525 R7H165W11GR3060,25190000.0,ryzen 7,16.0,512.0,Windows 11,dell,15.6,2300000.0
Laptop Gaming MSI Vector GP68HX 13VH-252VN,27229887.21804511,i9,16.0,1024.0,Windows 11,gaming,16.0,0.0
Laptop Lenovo V14 G4 IRU 83A0000HVN,10990000.0,i3,8.0,256.0,Windows 11,lenovo,14.0,1000000.0
Laptop Lenovo ThinkPad E16 G1 21JN00FKVA,20990000.0,i5,16.0,512.0,Windows 11,lenovo,16.0,0.0
Laptop Gaming Lenovo LOQ 15IAX9 83GS000RVN,24990000.0,i5,16.0,512.0,Windows 11,gaming,15.6,1000000.0
Laptop Gaming Acer Predator Helios Neo 16 PHN16 72 94KC,56990000.0,i9,16.0,1024.0,Windows 11,gaming,16.0,0.0
Laptop Gaming Acer Predator Helios Neo 16 PHN16 72 71UM,51990000.0,i7,16.0,1024.0,Windows 11,gaming,16.0,0.0
Laptop Gaming Acer Predator Helios 18 PH18-72-908N,104990000.0,i9,32.0,4096.0,Windows 11,gaming,18.0,0.0
Laptop Gaming Acer Predator Helios 16 PH16-72-95ZM,78990000.0,i9,32.0,2048.0,Windows 11,gaming,16.0,0.0
Laptop Lenovo V15 83A1000RVN,13990000.0,i5,8.0,512.0,Windows 11,lenovo,15.6,0.0
Laptop Asus Vivobook 14 X1404ZA-NK386W,10190000.0,i3,8.0,512.0,Windows 11,asus,14.0,1800000.0
Laptop Dell Vostro 3530 80GG92,27229887.21804511,i3,8.0,256.0,Windows 11,dell,15.6,0.0
Laptop Asus Vivobook Go 14 E1404FA-NK177W,12990000.0,ryzen 5,16.0,512.0,Windows 11,asus,14.0,1500000.0
Laptop HP Probook 450 G9 6M0Y4PA,13990000.0,i3,8.0,256.0,Windows 11,hp,15.6,600000.0
Laptop Dell Inspiron 15 3530 N3530-i3U085W11BLU,12290000.0,i3,8.0,512.0,Windows 11,dell,15.6,0.0
Laptop Dell Inspiron 15 3520 i5U085W11BLU,14990000.0,i5,8.0,512.0,Windows 11,dell,15.6,1500000.0
Laptop Dell Inspiron 3520 N5I5011W1,27229887.21804511,i5,16.0,512.0,Windows 11,dell,15.6,0.0
Laptop HP Pavilion X360 14-ek1046TU 80R24PA,16390000.0,i3,8.0,256.0,Windows 11,hp,14.0,900000.0
Laptop Acer Aspire 5 A515-58M-56YX,15990000.0,i5,16.0,512.0,Windows 11,acer,15.6,1500000.0
Laptop ACER Aspire 3 A315-59-51X8,12990000.0,i5,8.0,512.0,Windows 11,acer,15.6,5000000.0
Laptop Asus Vivobook 14 OLED M1405YA-KM047W,14990000.0,ryzen 5,8.0,512.0,Windows 11,asus,14.0,3000000.0
Laptop Asus Vivobook 15X M3504YA-L1332W,16990000.0,ryzen 7,16.0,512.0,Windows 11,asus,15.6,1500000.0
Laptop Gaming MSI Bravo 15 B7ED-010VN,17490000.0,ryzen 5,4.0,512.0,Windows 11,gaming,15.6,1000000.0
Laptop Asus Vivobook X1404ZA-NK389W,16990000.0,i7,16.0,512.0,Windows 11,asus,14.0,2000000.0
Laptop Acer Aspire 5 A514-56P-742F,18490000.0,i7,16.0,512.0,Windows 11,acer,14.0,0.0
Laptop Asus Vivobook A1505ZA-L1245W,14990000.0,i5,8.0,256.0,Windows 11,asus,15.6,4000000.0
Laptop HP 15 FD0235TU 9Q970PA,17090000.0,i5,16.0,512.0,Windows 11,hp,15.6,1900000.0
Laptop Gaming HP VICTUS 15-FA1139TX 8Y6W3PA,18990000.0,i5,16.0,512.0,Windows 11,gaming,15.6,4000000.0
Laptop HP Pavilion X360 14-ek1048TU 80R26PA,20590000.0,i5,8.0,512.0,Windows 11,hp,14.0,2400000.0
Laptop HP 14S EP0110TU 8C5K9PA,18990000.0,i7,16.0,512.0,Windows 11,hp,14.0,3000000.0
Laptop Gaming Acer Aspire 7 A715-76G-59MW,17990000.0,i5,8.0,512.0,Windows 11,gaming,15.6,3500000.0
Laptop Gaming Lenovo LOQ 15IAX9 83GS000FVN,19490000.0,i5,8.0,512.0,Windows 11,gaming,15.6,1500000.0
Laptop Dell Vostro 3430 71011900,15990000.0,i5,8.0,512.0,Windows 11,dell,14.0,5000000.0
Laptop ASUS Vivobook 14X OLED S3405VA-KM072W,18990000.0,i5,16.0,512.0,Windows 11,asus,14.0,2000000.0
Laptop Asus Vivobook 14 OLED A1405VA-KM095W,17190000.0,i5,16.0,512.0,Windows 11,asus,14.0,0.0
Laptop Lenovo ThinkBook 14 G6 IRL 21KG00BSVN,17490000.0,i5,16.0,512.0,Windows 11,lenovo,14.0,2500000.0
Laptop Gaming Acer Aspire 7 A715-76G-5806,19790000.0,i5,16.0,256.0,Windows 11,gaming,15.6,3200000.0
Laptop Acer Swift 3 SF314-512-56QN,18490000.0,i5,16.0,512.0,Windows 11,acer,14.0,5500000.0
Laptop HP Pavilion X360 14-ek1049TU 80R27PA,21990000.0,i5,16.0,512.0,Windows 11,hp,14.0,2300000.0
Laptop Dell Inspiron 14 5430 N4I5497W1,27229887.21804511,i5,16.0,512.0,Windows 11,dell,14.0,0.0
Laptop Acer Swift Go SFG14-71-513F,23490000.0,i5,16.0,512.0,Windows 11,acer,14.0,1100000.0
Laptop Asus Vivobook 15 OLED A1505VA-L1201W,21590000.0,i9,16.0,512.0,Windows 11,asus,15.6,3400000.0
Laptop Lenovo ThinkPad E16 G1 21JN006AVA,23290000.0,i7,16.0,512.0,Windows 11,lenovo,16.0,1700000.0
Laptop Dell Inspiron 14 T7430 N7430I58W1,21790000.0,i5,8.0,512.0,Windows 11,dell,14.0,0.0
Laptop Asus VivoBook Pro K3405ZF-KM184W,20990000.0,i5,16.0,512.0,Windows 11,asus,14.0,5000000.0
Laptop Asus TUF Gaming F15 FX507ZC4-HN074W,19490000.0,i5,8.0,512.0,Windows 11,asus,15.6,6500000.0
Laptop ASUS Vivobook 14X OLED S3405VA-KM071W,22490000.0,i9,16.0,512.0,Windows 11,asus,14.0,4500000.0
Laptop Dell Inspiron 3530,22490000.0,i7,8.0,256.0,Windows 11,dell,15.0,4500000.0
Laptop HP Pavilion x360 14-EK1047TU 80R25PA,23990000.0,i7,16.0,512.0,Windows 11,hp,14.0,3600000.0
Laptop Acer Gaming Nitro 5 Tiger AN515-58-52SP,20990000.0,i5,8.0,512.0,Windows 11,acer,15.6,0.0
Laptop ASUS TUF Gaming F15 FX507ZC4-HN099W,20990000.0,i7,8.0,512.0,Windows 11,asus,15.0,6000000.0
Laptop Dell Inspiron 14 5430 20DY31,27229887.21804511,i7,16.0,1024.0,Windows 11,dell,14.0,0.0
Laptop Acer Swift Go SFG14-71-74CP,27990000.0,i7,16.0,256.0,Windows 11,acer,14.0,700000.0
Laptop Gaming ASUS TUF A15 FA507NU-LP034W,22990000.0,ryzen 7,8.0,512.0,Windows 11,gaming,15.6,8500000.0
Laptop Asus Zenbook 14 OLED UX3402VA-KM068W,26490000.0,i7,16.0,512.0,Windows 11,asus,14.0,5500000.0
Laptop Dell Inspiron 5630,27990000.0,i7,8.0,256.0,Windows 11,dell,15.0,5000000.0
Laptop Gaming ASUS TUF A15 FA507NV-LP061W,28490000.0,ryzen 7,16.0,1024.0,Windows 11,gaming,15.6,6500000.0
Laptop Gaming Acer Nitro 17 Phoenix AN17-51-50B9,29990000.0,i5,8.0,512.0,Windows 11,gaming,17.3,5500000.0
Laptop Asus TUF Gaming A15 FA507NV-LP046W,25990000.0,ryzen 7,8.0,512.0,Windows 11,asus,15.6,0.0
Laptop Gaming ASUS TUF F15 FX507VU-LP198W,27490000.0,i7,8.0,512.0,Windows 11,gaming,15.6,6000000.0
Laptop Asus ROG Strix SCAR 18 G834JY-N6039W,103990000.0,i9,64.0,2048.0,Windows 11,asus,18.0,21010000.0
Laptop Gaming HP VICTUS 16-e1107AX 7C140PA,17990000.0,ryzen 5,4.0,512.0,Windows 11,gaming,16.1,2000000.0
Laptop Gaming HP VICTUS 16-e1106AX 7C0T1PA,18990000.0,ryzen 5,1024.0,512.0,Windows 11,gaming,16.1,7500000.0
Laptop MSI Modern 15 B7M-231VN,27229887.21804511,ryzen 5,16.0,512.0,Windows 11,msi,15.6,0.0
Laptop Gaming MSI Stealth 15 A13VF-069VN,27229887.21804511,i7,8.0,1024.0,Windows 11,gaming,15.6,0.0
Laptop LG Gram 2023 16Z90R-E.AH75A5,37990000.0,i7,16.0,512.0,Windows 11,lg,16.0,0.0
Laptop LG Gram 2023 17Z90R-G.AH78A5,50990000.0,i7,16.0,1024.0,Windows 11,lg,17.0,0.0
Laptop LG Gram 2023 17ZD90R-G.AX73A5,42990000.0,i7,16.0,256.0,Windows 11,lg,17.0,0.0
Laptop LG Gram 2023 16Z90R-G.AH76A5,46990000.0,i7,16.0,512.0,Windows 11,lg,16.0,0.0
Laptop LG Gram 2022 16ZD90Q-G.AX55A5,39990000.0,i5,16.0,512.0,Windows 11,lg,16.0,0.0
Laptop LG Gram 2022 16ZD90Q-G.AX53A5,37990000.0,i5,8.0,256.0,Windows 11,lg,16.0,0.0
Laptop LG Gram 2022 17ZD90Q-G.AX51A5,39990000.0,i5,16.0,256.0,Windows 11,lg,17.0,0.0
Laptop LG Gram 2022 16Z90Q-G.AH76A5,46990000.0,i7,16.0,512.0,Windows 11,lg,16.0,0.0
Laptop LG Gram 2022 17Z90Q-G.AH76A5,48990000.0,i7,16.0,512.0,Windows 11,lg,17.0,0.0
Laptop LG Gram 2022 16ZD90Q-G.AX51A5,36990000.0,i5,8.0,256.0,Windows 11,lg,16.0,0.0
Laptop LG Gram 2022 14ZD90Q-G.AX32A5,23290000.0,i3,8.0,256.0,Windows 11,lg,14.0,0.0
Laptop LG Gram 2022 14Z90Q-G.AJ53A5,31290000.0,i5,8.0,256.0,Windows 11,lg,14.0,0.0
Laptop LG Gram 2022 14Z90Q-G.AH75A5,37790000.0,i7,16.0,512.0,Windows 11,lg,14.0,0.0
Laptop LG Gram 2022 14ZD90Q-G.AX31A5,27229887.21804511,i3,8.0,256.0,Windows 11,lg,14.0,0.0
Laptop LG Gram 2022 14Z90Q-G.AJ32A5,27229887.21804511,i3,8.0,256.0,Windows 11,lg,14.0,0.0
Laptop LG Gram 2022 14ZD90Q-G.AX51A5,27229887.21804511,i5,8.0,256.0,Windows 11,lg,14.0,0.0
Laptop LG Gram 2022 14ZD90Q-G.AX52A5,27229887.21804511,i5,8.0,256.0,Windows 11,lg,14.0,0.0
Laptop LG Gram 2022 14ZD90Q-G.AX56A5,27229887.21804511,i5,16.0,512.0,Windows 11,lg,14.0,0.0
Laptop LG Gram 2022 16ZD90Q-G.AX72A5,40990000.0,i7,16.0,256.0,Windows 11,lg,16.0,0.0
Laptop LG Gram 2022 17ZD90Q-G.AX52A5,40990000.0,i5,256.0,256.0,Windows 11,lg,17.0,0.0
Laptop LG Gram 2022 16Z90Q-G.AH52A5,41990000.0,i5,16.0,256.0,Windows 11,lg,16.0,0.0
Laptop LG Gram 2022 16Z90Q-G.AH54A5,42990000.0,i5,16.0,512.0,Windows 11,lg,16.0,0.0
Laptop LG Gram 2022 17ZD90Q-G.AX73A5,42990000.0,i7,16.0,256.0,Windows 11,lg,17.0,0.0
Laptop LG Gram 2022 17Z90Q-G.AH74A5,47990000.0,i7,16.0,512.0,Windows 11,lg,15.0,0.0
Laptop LG Gram 2022 17Z90Q-G.AH78A5,50990000.0,i7,16.0,1024.0,Windows 11,lg,17.0,0.0
Laptop LG Gram 2022 16Z90Q-G.AH78A5,48990000.0,i7,16.0,1024.0,Windows 11,lg,16.0,0.0
Laptop LG Gram Style 2023 16Z90RS-G.AH54A5,35990000.0,i5,16.0,512.0,Windows 11,lg,16.0,8000000.0
Laptop LG Gram Style 2023 14Z90RS-G.AH54A5,35290000.0,i5,16.0,512.0,Windows 11,lg,14.0,0.0
Laptop LG Gram 2IN1 2023 14T90R-G.AH55A5,37990000.0,i5,16.0,512.0,Windows 11,lg,14.0,0.0
Laptop LG Gram 2023 14Z90R-G.AH53A5,32490000.0,i5,16.0,256.0,Windows 11,lg,14.0,0.0
Laptop LG Gram 2023 16ZD90R-G.AX55A5,39990000.0,i5,16.0,512.0,Windows 11,lg,16.0,3000000.0
Laptop LG Gram UltraSlim 2023 15Z90RT-G.AH55A5,33990000.0,i5,16.0,512.0,Windows 11,lg,15.6,9000000.0
Laptop LG Gram 2023 14Z90R-G.AH75A5,36990000.0,i7,16.0,512.0,Windows 11,lg,14.0,2000000.0
Laptop LG Gram 2023 14ZD90R-G.AX52A5,20990000.0,i5,8.0,256.0,Windows 11,lg,14.0,5000000.0
Laptop Asus Vivobook X1504ZA-NJ582W,10190000.0,i3,8.0,512.0,Windows 11,asus,15.6,800000.0
Laptop Gaming Acer Nitro 5 Tiger AN515-58-5935,23990000.0,i5,8.0,512.0,Windows 11,gaming,15.6,3000000.0
