Price sale,Price origin,CPU,Ram,Storage,Screen size,Operating system,URL,Title,dec,Brand,Name
19790000.0,19790000.0,8C5K5PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-pavilion-aero-13-be2098au-8c5k5pa.html,Laptop HP Pavilion Aero 13-BE2098AU,8C5K5PA),HP,Pavilion Aero 13-BE2098AU
16990000.0,20990000.0,7C0Q4PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-pavilion-15-eg2081tu-7c0q4pa.html,Laptop HP Pavilion 15-EG2081TU,7C0Q4PA),HP,Pavilion 15-EG2081TU
56990000.0,56990000.0,I9,16.0,1024.0,16,Windows 11,https://philong.com.vn/laptop-gaming-acer-predator-helios-neo-16-phn16-72-94kc.html,Laptop Gaming Acer Predator Helios Neo 16 PHN16 72 94KC,"Intel Core I9-14900HX, RAM  16GB DDR5, SSD 1TB PCIe NVMe, RTX 4070 8GB, Màn Hình 16inch WQXGA, Windows 11)",Gaming,Acer Predator Helios Neo 16 PHN16 72 94KC
51990000.0,51990000.0,I7,16.0,1024.0,16,Windows 11,https://philong.com.vn/laptop-gaming-acer-predator-helios-neo-16-phn16-72-71um.html,Laptop Gaming Acer Predator Helios Neo 16 PHN16 72 71UM,"Intel Core I7-14700HX, RAM 16GB DDR5, SSD 1TB, RTX 4070 8GB, Màn Hình 16inch WQXGA, Windows 11)",Gaming,Acer Predator Helios Neo 16 PHN16 72 71UM
104990000.0,104990000.0,i9,32.0,4096.0,18,Windows 11,https://philong.com.vn/laptop-gaming-acer-predator-helios-18-ph18-72-908n.html,Laptop Gaming Acer Predator Helios 18 PH18-72-908N,"Core i9-14900HX, RTX 4090, 32GB DDR5, SSD 4TB, Màn Hình 18inch WQXGA IPS 250Hz DDS Mini LED, Windows 11 Home)",Gaming,Acer Predator Helios 18 PH18-72-908N
78990000.0,78990000.0,i9,32.0,2048.0,16,Windows 11,https://philong.com.vn/laptop-gaming-acer-predator-helios-16-ph16-72-95zm.html,Laptop Gaming Acer Predator Helios 16 PH16-72-95ZM,"Intel Core i9-14900HX, RAM 32GB, SSD 2TB, Màn Hình 16 inch 2K, RTX 4080, Windows 11)",Gaming,Acer Predator Helios 16 PH16-72-95ZM
18990000.0,21990000.0,83GS001SVN),8,256,15,Windows 11,https://philong.com.vn/laptop-lenovo-gaming-loq-15iax9-83gs001svn.html,Laptop Lenovo Gaming LOQ 15IAX9,83GS001SVN),Lenovo,Gaming LOQ 15IAX9
13990000.0,13990000.0,i5,8.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-lenovo-v15-83a1000rvn.html,Laptop Lenovo V15 83A1000RVN,"Intel Core i5-1335U, RAM 8GB DDR4, SSD 512GB, Intel UHD Graphics, Màn Hình 15.6 inch FHD, Windows 11, Màu Xám)",Lenovo,V15 83A1000RVN
10190000.0,11990000.0,i3,8.0,512.0,14,Windows 11,https://philong.com.vn/laptop-asus-vivobook-14-x1404za-nk386w.html,Laptop Asus Vivobook 14 X1404ZA-NK386W,"Intel Core i3 1215U, RAM 8GB, SSD 512GB, Intel UHD Graphics, Màn Hình 14inch Full HD, Windows 11)",Asus,Vivobook 14 X1404ZA-NK386W
27229887.21804511,27229887.21804511,i3,8.0,256.0,15.6,Windows 11,https://philong.com.vn/laptop-dell-vostro-3530-80gg92-intel-core-i3-1305u.html,Laptop Dell Vostro 3530 80GG92,"Intel Core i3-1305U, RAM 8GB, SSD 256GB, VGA Intel UHD, Màn Hình 15.6 inch FHD, Windows 11, Office, Xám)",Dell,Vostro 3530 80GG92
12990000.0,14490000.0,Ryzen 5,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-asus-vivobook-go-14-e1404fa-nk177w-amd-ryzen-5-7520u.html,Laptop Asus Vivobook Go 14 E1404FA-NK177W,"AMD Ryzen 5-7520U, Ram 16GB, SSD 512GB, màn hình 14 inch FHD, Win 11 bản quyền, màu bạc, bảo hành chính hãng 24 tháng)",Asus,Vivobook Go 14 E1404FA-NK177W
13990000.0,14590000.0,i3,8.0,256,15.6,Windows 11,https://philong.com.vn/laptop-doanh-nghiep-hp-probook-450-g9-6m0y4pa.html,Laptop HP Probook 450 G9 6M0Y4PA,"Core i3-1215U, RAM 8GB, 256GB SSD, Màn Hình 15.6inch FHD, Intel UHD Graphics, Windows 11)",HP,Probook 450 G9 6M0Y4PA
12490000.0,15290000.0,7C0Q8PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-pavilion-15-eg2086tu-7c0q8pa.html,Laptop HP Pavilion 15-eg2086TU,7C0Q8PA),HP,Pavilion 15-eg2086TU
12290000.0,12290000.0,i3,8.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-dell-inspiron-15-3530-n3530-i3u085w11blu.html,Laptop Dell Inspiron 15 3530 N3530-i3U085W11BLU,"Intel Core i3-1305U, Ram 8GB DDR4, SSD 512GB, Màn Hình 15.6 Inch 120Hz FHD, UHD Graphics, Windows 11, Office Home and Student)",Dell,Inspiron 15 3530 N3530-i3U085W11BLU
14990000.0,16490000.0,i5,8.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-van-phong-dell3520-inspiron15-i5u085w11blu.html,Laptop Dell Inspiron 15 3520 i5U085W11BLU,"Core i5-1235U, RAM 8GB, SSD 512GB, VGA Intel Iris Xe, Màn Hình 15.6 inch FHD, Windows 11, Office Bản Quyền, Màu Đen)",Dell,Inspiron 15 3520 i5U085W11BLU
11990000.0,16990000.0,LZ025W),8,256,15,Windows 11,https://philong.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz025w-i3-1315u.html,Laptop Asus Vivobook S 14 Flip TP3402VA,LZ025W),Asus,Vivobook S 14 Flip TP3402VA
27229887.21804511,27229887.21804511,I5,16.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-dell-inspiron-3520-n5i5011w1.html,Laptop Dell Inspiron 3520 N5I5011W1,"Core I5-1235U, RAM 16GB, SSD 512GB, Màn Hình 15.6inch FHD, Windows 11)",Dell,Inspiron 3520 N5I5011W1
16390000.0,17290000.0,i3,8.0,256.0,14,Windows 11,https://philong.com.vn/laptop-hp-pavilion-x360-14-ek1046tu-80r24pa.html,Laptop HP Pavilion X360 14-ek1046TU 80R24PA,"Intel Core i3-1315U, RAM 8GB, SSD 256GB, VGA Intel UHD, Màn Hình 14inch FHD, Cảm ứng, Windows 11, Màu Bạc)",HP,Pavilion X360 14-ek1046TU 80R24PA
15990000.0,17490000.0,I5,16.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-acer-aspire-5-a515-58m-56yx.html,Laptop Acer Aspire 5 A515-58M-56YX,"Intel Core I5-13420H, RAM 16GB, SSD 512GB, Màn Hình 15.6inch FHD, Windows 11, Grey)",Acer,Aspire 5 A515-58M-56YX
12990000.0,17990000.0,i5,8.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-acer-aspire-3-a315-59-51x8-intel-core-i5-1235u.html,Laptop ACER Aspire 3 A315-59-51X8,"Intel Core i5-1235U, Ram 8GB, SSD 512GB, Màn hình 15.6 inch FHD, Windows 11)",ACER,Aspire 3 A315-59-51X8
14990000.0,17990000.0,Ryzen 5,8.0,512.0,14,Windows 11,https://philong.com.vn/laptop-asus-vivobook-14-oled-m1405ya-km047w.html,Laptop Asus Vivobook 14 OLED M1405YA-KM047W,"AMD Ryzen 5 7530U, RAM 8GB, SSD 512GB, Màn hình 14 inch 2.8K OLED, VGA AMD Radeon Graphics, Windows 11 bản quyền, Vân tay, Màu Bạc)",Asus,Vivobook 14 OLED M1405YA-KM047W
14490000.0,17990000.0,82RM003UVN),8,256,15,Windows 11,https://philong.com.vn/laptop-lenovo-ideapad-3-14aba7-82rm003uvn.html,Laptop Lenovo Ideapad 3 14ABA7,82RM003UVN),Lenovo,Ideapad 3 14ABA7
16990000.0,18490000.0,Ryzen 7,16.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-asus-vivobook-15x-m3504ya-l1332w.html,Laptop Asus Vivobook 15X M3504YA-L1332W,"Ryzen 7-7730U, RAM 16GB, SSD 512GB, AMD Radeon Graphics, Màn Hình 15.6inch  FullHD, Windows 11)",Asus,Vivobook 15X M3504YA-L1332W
17490000.0,18490000.0,Ryzen 5,4.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-gaming-msi-bravo-15-b7ed-010vn-ryzen-5-7535hs.html,Laptop Gaming MSI Bravo 15 B7ED-010VN,"Ryzen 5 7535HS, RX 6550M 4GB, Ram 16GB DDR5, SSD 512GB, Màn HÌnh 15.6 Inch IPS 144Hz FHD, Windows 11)",Gaming,MSI Bravo 15 B7ED-010VN
16990000.0,18990000.0,I7,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-asus-vivobook-x1404za-nk389w.html,Laptop Asus Vivobook X1404ZA-NK389W,"Intel Core I7-1255U, RAM 16GB, SSD 512GB, Màn Hình 14inch Full HD, Windows 11, Màu Bạc)",Asus,Vivobook X1404ZA-NK389W
18490000.0,18490000.0,i7,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-acer-aspire-5-a514-56p-742f.html,Laptop Acer Aspire 5 A514-56P-742F,"Intel Core i7-1355U, RAM 16GB, SSD 512GB, VGA Intel Iris Xe Graphics, Màn Hình 14inch WUXGA, Windows 11, Màu Gray)",Acer,Aspire 5 A514-56P-742F
16190000.0,18990000.0,AMD R5,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-asus-vivobook-s14-flip-tn3402ya-lz192w.html,Laptop Asus VivoBook S 14 Flip TN3402YA-LZ192W,"AMD R5-7530U, RAM 16GB, SSD 512GB, Màn Hình 14inch WUXGA, Windows 11, Vỏ nhôm màu bạc)",Asus,VivoBook S 14 Flip TN3402YA-LZ192W
14990000.0,18990000.0,i5,8.0,256,15.6,Windows 11,https://philong.com.vn/laptop-asus-vivobook-a1505za-l1245w-core-i5-12500h.html,Laptop Asus Vivobook A1505ZA-L1245W,"Core i5-12500H, Ram  8GB, 512GB SSD, màn hình 15.6inch Full HD,  Windows 11 Home bản quyền, màu bạc, chính hãng)",Asus,Vivobook A1505ZA-L1245W
17090000.0,18990000.0,i5,16.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-hp-15-fd0235tu-9q970pa.html,Laptop HP 15 FD0235TU 9Q970PA,"Core i5 1334U, RAM 16GB, SSD 512GB, Intel Iris Xe Graphics, Màn Hình 15.6inch Full HD, Windows 11 Home)",HP,15 FD0235TU 9Q970PA
17190000.0,18990000.0,7C133PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-15s-fq5147tu-7c133pa.html,Laptop HP 15S-FQ5147TU,7C133PA),HP,15S-FQ5147TU
15990000.0,19290000.0,7C0Q5PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-pavilion-15-eg2082tu-7c0q5pa.html,Laptop HP Pavilion 15-eg2082TU,7C0Q5PA),HP,Pavilion 15-eg2082TU
17490000.0,19590000.0,8D732PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-15-fd0079tu-8d732pa-intel-core-i5-1335u.html,Laptop HP 15-fd0079TU,8D732PA),HP,15-fd0079TU
16090000.0,19690000.0,7C0W2PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-pavilion-14-dv2075tu-7c0w2pa.html,Laptop HP Pavilion 14-DV2075TU,7C0W2PA),HP,Pavilion 14-DV2075TU
17990000.0,19990000.0,82XD002VVN),8,256,15,Windows 11,https://philong.com.vn/laptop-lenovo-ideapad-slim-5-14irl8-82xd002vvn.html,Laptop Lenovo Ideapad Slim 5 14IRL8,82XD002VVN),Lenovo,Ideapad Slim 5 14IRL8
18990000.0,22990000.0,I5,16.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-gaming-hp-victus-15-fa1139tx-8y6w3pa.html,Laptop Gaming HP VICTUS 15-FA1139TX 8Y6W3PA,"Intel Core I5-12450H, RAM 16GB, SSD 512GB, VGA RTX 2050 4GB GDDR6, Màn Hình 15.6 inch FHD, Windows 11, Màu Đen)",Gaming,HP VICTUS 15-FA1139TX 8Y6W3PA
20590000.0,22990000.0,i5,8.0,512.0,14,Windows 11,https://philong.com.vn/laptop-hp-pavilion-x360-14-ek1048tu-80r26pa.html,Laptop HP Pavilion X360 14-ek1048TU 80R26PA,"Intel Core i5-1335U, Ram 8GB, SSD 512GB, màn hình 14 inch FHD Cảm ứng, Win 11 bản quyền, màu vàng, chính hãng)",HP,Pavilion X360 14-ek1048TU 80R26PA
19490000.0,22290000.0,8U6L6PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-pavilion-15-eg3033tx-8u6l6pa.html,Laptop HP Pavilion 15 EG3033TX,8U6L6PA),HP,Pavilion 15 EG3033TX
18990000.0,21990000.0,I7,16.0,512.0,14.0,Windows 11,https://philong.com.vn/laptop-hp-14s-ep0110tu-8c5k9pa.html,Laptop HP 14S EP0110TU 8C5K9PA,"Intel Core I7 1355U, RAM 16GB, SSD 512GB, Intel UHD Graphics, Màn Hình 14.0 inch HD, Windows 11 Home)",HP,14S EP0110TU 8C5K9PA
20490000.0,21890000.0,98H8U6PT),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-probook-440-g10-98h8u6pt.html,Laptop HP ProBook 440 G10,98H8U6PT),HP,ProBook 440 G10
17990000.0,21490000.0,i5,8.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-gaming-acer-aspire-7-a715-76g-59mw.html,Laptop Gaming Acer Aspire 7 A715-76G-59MW,"Core i5-12450H, RTX 2050, Màn Hình 15.6 inch FHD, IPS, 144Hz, RAM 8GB, SSD 512GB, Windows 11)",Gaming,Acer Aspire 7 A715-76G-59MW
18990000.0,21390000.0,21JK0069VA),8,256,15,Windows 11,https://philong.com.vn/laptop-lenovo-thinhkpad-e14-g5-21jk0069va.html,Laptop LENOVO Thinhkpad E14 G5,21JK0069VA),LENOVO,Thinhkpad E14 G5
18490000.0,21290000.0,8U6L8PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-pavilion-15-eg3111tu-8u6l8pa.html,Laptop HP Pavilion 15-EG3111TU,8U6L8PA),HP,Pavilion 15-EG3111TU
19490000.0,20990000.0,i5,8.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-gaming-lenovo-loq-15iax9-83gs000fvn.html,Laptop Gaming Lenovo LOQ 15IAX9 83GS000FVN,"Core i5-12450HX, RAM 8GB, SSD 512GB, RTX 2050, Màn Hình 15.6inch 144Hz 100% sRGB G-SYNC, Windows 11 Bản Quyền)",Gaming,Lenovo LOQ 15IAX9 83GS000FVN
17490000.0,17490000.0,7C0P2PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-pavilion-14-dv2073tu-7c0p2pa.html,Laptop HP Pavilion 14-DV2073TU,7C0P2PA),HP,Pavilion 14-DV2073TU
15990000.0,20990000.0,i5,8.0,512.0,14,Windows 11,https://philong.com.vn/laptop-dell-vostro-3430-71011900-intel-i5-1335u.html,Laptop Dell Vostro 3430 71011900,"Intel i5-1335U, Ram 8GB, SSD 512GB, Màn Hình 14inch FHD, Iris Xe Graphics, Windows 11, Office Home Student 2021, Chính Hãng)",Dell,Vostro 3430 71011900
18990000.0,20990000.0,i5,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-asus-vivobook-14x-oled-s3405va-km072w.html,Laptop ASUS Vivobook 14X OLED S3405VA-KM072W,"Core i5-13500H, RAM 16GB, SSD 512GB, Màn Hình 14 inch 2.8K OLED, Intel Iris Xe, Windows 11, Màu Đen)",ASUS,Vivobook 14X OLED S3405VA-KM072W
17190000.0,17190000.0,i5,16.0,512.0,14.0,Windows 11,https://philong.com.vn/laptop-asus-vivobook-14-oled-a1405va-km095w.html,Laptop Asus Vivobook 14 OLED A1405VA-KM095W,"Core i5-13500H, RAM 16GB, SSD 512GB, Màn Hình 14.0inch 2.8K OLED, VGA Iris Xe Graphics, Windows 11, Màu Bạc)",Asus,Vivobook 14 OLED A1405VA-KM095W
17490000.0,19990000.0,I5,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-lenovo-thinkbook-14-g6-irl-21kg00bsvn.html,Laptop Lenovo ThinkBook 14 G6 IRL 21KG00BSVN,"Intel Core I5-1335U, RAM 16GB, SSD 512GB, Intel Iris Xe Graphics, Màn Hình 14 inch WUXGA, DOS, Màu Xám)",Lenovo,ThinkBook 14 G6 IRL 21KG00BSVN
19790000.0,22990000.0,i5,16.0,256,15.6,Windows 11,https://philong.com.vn/laptop-gaming-acer-aspire-7-a715-76g-5806.html,Laptop Gaming Acer Aspire 7 A715-76G-5806,"Core i5-12450H, RTX 3050, Màn Hình 15.6 inch FHD, IPS, 144Hz, RAM 16GB, 512GB SSD, Windows 11)",Gaming,Acer Aspire 7 A715-76G-5806
19990000.0,22990000.0,21JN006PVN),8,256,15,Windows 11,https://philong.com.vn/laptop-lenovo-thinkpad-e16-g1-21jn006pvn.html,Laptop LENOVO ThinkPad E16 G1,21JN006PVN),LENOVO,ThinkPad E16 G1
18490000.0,23990000.0,i5,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-acer-swift-3-sf314-512-56qn-core-i5-1240p-ram-16gb-ssd-512gb-man-hinh-14-inch-qhd-ips-win-11ban-quyen-mau-bac.html,Laptop Acer Swift 3 SF314-512-56QN,"Core i5-1240P, Ram 16GB, SSD 512GB, màn hình 14 inch QHD IPS, Win 11bản quyền, màu bạc)",Acer,Swift 3 SF314-512-56QN
20990000.0,20990000.0,8C5L3PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-pavilion-15-eg3092tu-8c5l3pa-core-i7-1355u.html,Laptop HP Pavilion 15-eg3092TU,8C5L3PA),HP,Pavilion 15-eg3092TU
21990000.0,24290000.0,i5,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-hp-pavilion-x360-14-ek1049tu-80r27pa.html,Laptop HP Pavilion X360 14-ek1049TU 80R27PA,"Core i5-1335U, RAM 16GB, SSD 512GB, VGA Intel Iris Xe, Màn Hình 14 inch FHD, Cảm ứng, Windows 11, Màu Gold)",HP,Pavilion X360 14-ek1049TU 80R27PA
27229887.21804511,27229887.21804511,i5,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-dell-inspiron-14-5430-n4i5497w1-chinh-hang.html,Laptop Dell Inspiron 14 5430 N4I5497W1,"IIntel Core i5-1340P, RAM 16GB, SSD 512 GB, Intel Iris Xe, Màn Hình 14 inch FHD, Windows 11, Office, Màu Bạc, Chính Hãng)",Dell,Inspiron 14 5430 N4I5497W1
23490000.0,24590000.0,i5,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-acer-swift-go-sfg14-71-513f.html,Laptop Acer Swift Go SFG14-71-513F,"Core i5-13500H, RAM 16GB, SSD 512GB, VGA Intel Iris Xe Graphics, Màn Hình 14 inch OLED 2.8K, Windows 11, Sunshiny Gold)",Acer,Swift Go SFG14-71-513F
21590000.0,24990000.0,i9,16.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-asus-vivobook-15-oled-a1505va-l1201w.html,Laptop Asus Vivobook 15 OLED A1505VA-L1201W,"Intel Core i9-13900H, RAM 16GB, SSD 512GB, VGA Intel Iris Xe, Màn Hình 15.6 inch FHD, Windows 11, Bạc)",Asus,Vivobook 15 OLED A1505VA-L1201W
20990000.0,24990000.0,7C0R0PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-pavilion-15-eg2088tu-7c0r0pa.html,Laptop HP Pavilion 15-eg2088TU,7C0R0PA),HP,Pavilion 15-eg2088TU
23290000.0,24990000.0,i7,16.0,512.0,16,Windows 11,https://philong.com.vn/laptop-lenovo-thinkpad-e16-g1-21jn006ava-core-i7-1355u.html,Laptop Lenovo ThinkPad E16 G1 21JN006AVA,"Core i7-1355U, RAM 16 GB, SSD 512GB, VGA Intel Iris Xe, Màn Hình 16 inch WUXGA, NoOS, Màu Đen)",Lenovo,ThinkPad E16 G1 21JN006AVA
20290000.0,25190000.0,7C0W0PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-pavilion-14-dv2071tu-7c0w0pa.html,Laptop HP Pavilion 14-DV2071TU,7C0W0PA),HP,Pavilion 14-DV2071TU
21790000.0,21790000.0,i5,8.0,512.0,14,Windows 11,https://philong.com.vn/laptop-dell-inspiron-14-t7430-n7430i58w1-cam-ung.html,Laptop Dell Inspiron 14 T7430 N7430I58W1,"CPU i5-1335U, Ram 8GB, SSD 512GB, Intel Iris Xe Graphics, Màn Hình 14 inch FHD Cảm Ứng Kèm Bút, Windows 11, Office HS21, Màu Bạc)",Dell,Inspiron 14 T7430 N7430I58W1
20990000.0,25990000.0,I5,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-asus-vivobook-pro-k3405zf-km184w.html,Laptop Asus VivoBook Pro K3405ZF-KM184W,"Intel Core I5-12500H, RAM 16GB, SSD 512GB, NVIDIA Geforce RTX 2050 4GB, Màn Hình 14inch WQXGA+ OLED 90Hz, Windows 11)",Asus,VivoBook Pro K3405ZF-KM184W
19490000.0,25990000.0,i5,8.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-asus-tuf-gaming-f15-fx507zc4-hn074w-intel-core-i5-12500h.html,Laptop Asus TUF Gaming F15 FX507ZC4-HN074W,"Intel Core i5-12500H, Ram 8GB, SSD 512GB, Đồ họa RTX 3050 4GB, màn hình 15.6 inch FHD 144Hz, Win 11) Hàng chính hãng, Bảo hành 24 tháng",Asus,TUF Gaming F15 FX507ZC4-HN074W
22490000.0,26990000.0,i9,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-asus-vivobook-14x-oled-s3405va-km071w.html,Laptop ASUS Vivobook 14X OLED S3405VA-KM071W,"Core i9-13900H, RAM 16GB, SSD 512GB, Màn Hình 14 inch 2.8K OLED, Intel Iris Xe, Windows 11, Màu Đen)",ASUS,Vivobook 14X OLED S3405VA-KM071W
22490000.0,26990000.0,I716,8,256,15,Windows 11,https://philong.com.vn/laptop-dell-inspiron-3530-n3530i716w1.html,Laptop Dell Inspiron 3530,N3530I716W1),Dell,Inspiron 3530
23990000.0,27590000.0,i7,16.0,512.0,14.0,Windows 11,https://philong.com.vn/laptop-hp-pavilion-x360-14-ek1047tu-80r25pa.html,Laptop HP Pavilion x360 14-EK1047TU 80R25PA,"Core i7 1355U, RAM 16GB, SSD 512GB, VGA Intel Iris Xe Graphics, Màn Hình 14.0inch FHD, Windows 11 Home, Màu Gold, Có Pen)",HP,Pavilion x360 14-EK1047TU 80R25PA
24190000.0,28990000.0,7C0N9PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-envy-13-bf0112tu-7c0n9pa.html,Laptop HP ENVY 13-BF0112TU,7C0N9PA),HP,ENVY 13-BF0112TU
20990000.0,20990000.0,i5,8.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-acer-gaming-nitro-5-tiger-an515-58-52sp.html,Laptop Acer Gaming Nitro 5 Tiger AN515-58-52SP,"Intel Core i5 12500H, RAM 8GB, SSD 512GB, RTX3050 4G, Màn Hình 15.6 inch FHD 144Hz, Win 11, 2022)",Acer,Gaming Nitro 5 Tiger AN515-58-52SP
20990000.0,26990000.0,i7,8.0,512.0,15,Windows 11,https://philong.com.vn/laptop-asus-tuf-gaming-f15-fx507zc4-hn099w.html,Laptop ASUS TUF Gaming F15 FX507ZC4-HN099W,"i7-12700H, Ram 8GB, SSD 512GB, RTX 3050 4GB, Màn hình 15.6 FHD 144Hz IPS, Win 11) Hàng chính hãng, Bảo hành 24 tháng",ASUS,TUF Gaming F15 FX507ZC4-HN099W
27229887.21804511,27229887.21804511,i7,16.0,1024.0,14,Windows 11,https://philong.com.vn/laptop-dell-inspiron-14-5430-20dy31-intel-i7-1360p-ram-16gb-ddr5-ssd-1tb-man-hinh-14-inch-fhd-iris-xe-graphics-windows-11-office-hs-21-chinh-hang.html,Laptop Dell Inspiron 14 5430 20DY31,"Intel i7-1360P, Ram 16GB DDR5, SSD 1TB, Màn Hình 14 Inch FHD+, Iris Xe Graphics, Windows 11, Office HS 2021) Hàng Chính Hãng, Bảo hành 12 tháng",Dell,Inspiron 14 5430 20DY31
27990000.0,28690000.0,i7,16.0,256,14,Windows 11,https://philong.com.vn/laptop-acer-swift-go-sfg14-71-74cp-core-i7-13700h.html,Laptop Acer Swift Go SFG14-71-74CP,"Core i7-13700H, Ram 16GB, 512GB SSD, VGA Intel Iris Xe Graphics, Màn Hình 14 inch OLED 2.8K, Windows 11, Sunshiny Gold)",Acer,Swift Go SFG14-71-74CP
21990000.0,21990000.0,7C0V8PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-envy-x360-13-bf0113tu-7c0v8pa-core-i5-1230u-ram-8gb-ssd-512gb-man-hinh-13.3-inch-2.8k-cam-ung-win-11-ban-quyen-mau-xanh.html,Laptop HP ENVY X360 13-BF0113TU,7C0V8PA),HP,ENVY X360 13-BF0113TU
21990000.0,28790000.0,7C0P0PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-envy-x360-13-bf0114tu-7c0p0pa.html,Laptop HP ENVY X360 13-BF0114TU,7C0P0PA),HP,ENVY X360 13-BF0114TU
27490000.0,29990000.0,Core Ultra 5,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-asus-zenbook-14-oled-ux3405ma-pp151w.html,Laptop Asus Zenbook 14 OLED UX3405MA-PP151W,"Intel Core Ultra 5-125H, RAM 16GB, SSD 512GB, Intel Arc, Màn Hình 14 inch 3K OLED, Windows 11, Màu Xanh)",Asus,Zenbook 14 OLED UX3405MA-PP151W
22990000.0,31490000.0,Ryzen 7,8.0,512.0,15.6,Windows 11,https://philong.com.vn/laptop-gaming-asus-tuf-gaming-a15-fa507nu-lp034w.html,Laptop Gaming ASUS TUF A15 FA507NU-LP034W,"Ryzen 7-7735HS, Ram 8GB, SSD 512GB, RTX 4050 6GB, Màn Hình 15.6inch FHD 144Hz, Windows 11)",Gaming,ASUS TUF A15 FA507NU-LP034W
26490000.0,31990000.0,i7,16.0,512.0,14,Windows 11,https://philong.com.vn/laptop-asus-zenbook-14-oled-ux3402va-km068w.html,Laptop Asus Zenbook 14 OLED UX3402VA-KM068W,"Core i7-1360P EVO, Iris Xe Graphics, Ram 16GB DDR5, SSD 512GB, Màn Hình 14 Inch OLED 2.8K, Windows 11, Bảo Hành 24 Tháng Chính Hãng)",Asus,Zenbook 14 OLED UX3402VA-KM068W
27790000.0,27790000.0,THT7N),8,256,15,Windows 11,https://philong.com.vn/laptop-dell-vostro16-5630-tht7n-intel-core-i7-1360p.html,Laptop DELL VOSTRO 16 5630,THT7N),DELL,VOSTRO 16 5630
27990000.0,32990000.0,i7,8,256,15,Windows 11,https://philong.com.vn/laptop-dell-inspiron-5630-i7p165w11sl2050-intel-core-i7-1360p.html,Laptop Dell Inspiron 5630,i7P165W11SL2050),Dell,Inspiron 5630
27090000.0,32990000.0,76B13PA),8,256,15,Windows 11,https://philong.com.vn/laptop-hp-envy-x360-13-bf0090tu-76b13pa.html,Laptop HP ENVY X360 13-BF0090TU,76B13PA),HP,ENVY X360 13-BF0090TU
28490000.0,34990000.0,Ryzen 7,16.0,1024.0,15.6,Windows 11,https://philong.com.vn/laptop-gaming-asus-tuf-a15-fa507nv-lp061w.html,Laptop Gaming ASUS TUF A15 FA507NV-LP061W,"Ryzen 7-7735HS, RAM 16GB, SSD 1TB, VGA RTX4050 6GB GDDR6, Màn Hình 15.6inch FHD, Windows 11)",Gaming,ASUS TUF A15 FA507NV-LP061W
